course_level,ERM_SCORE,sat_new_math,act_math,hs_gpa,Compliance,course_number_updated
300,30.0,,,3.13,Compliant,121Q
400,40.0,,24.0,3.1,Compliant,151Q
290,30.0,,,,Compliant,105Q
300,30.0,500.0,,3.67,Compliant,121Q
100,,510.0,,2.91,Uncompliant,Combo2
300,30.0,,,3.66,Compliant,132
100,15.0,,,2.94,Compliant,Combo2
400,,620.0,,3.83,Compliant,161Q
500,,,31.0,3.89,Compliant,171Q
500,,730.0,,2.5,Uncompliant,171Q
290,,,22.0,3.57,Compliant,105Q
300,,680.0,,4.0,Compliant,216Q
300,30.0,560.0,,2.84,Compliant,121Q
150,15.0,,,3.73,Compliant,090
150,,,20.0,3.68,Compliant,Combo1
100,10.0,,,2.63,Compliant,088
400,,,,2.46,Uncompliant,161Q
300,,,,2.46,Uncompliant,216Q
100,,,18.0,4.0,Compliant,Combo2
300,,,23.0,3.99,Compliant,121Q
300,40.0,,21.0,2.5,Compliant,121Q
400,,,25.0,4.0,Compliant,151Q
100,,,14.0,2.83,Compliant,088
300,30.0,,,3.28,Compliant,121Q
400,,610.0,,3.83,Compliant,161Q
400,40.0,,20.0,3.63,Compliant,161Q
100,15.0,,,3.31,Compliant,Combo2
300,,,27.0,3.92,Compliant,216Q
500,,,21.0,4.0,Compliant,171Q
300,30.0,,,3.44,Compliant,121Q
300,30.0,,,3.76,Compliant,121Q
400,,,,,Uncompliant,161Q
300,,,,,Uncompliant,216Q
250,25.0,,,2.5,Compliant,Combo3
300,30.0,,,3.46,Compliant,216Q
400,,670.0,,2.37,Uncompliant,161Q
290,30.0,,,2.48,Compliant,105Q
300,,,26.0,4.0,Compliant,216Q
150,,,16.0,2.97,Uncompliant,Combo1
100,15.0,,,2.05,Compliant,Combo2
100,,480.0,,3.53,Compliant,Combo2
400,,590.0,,3.51,Compliant,151Q
300,40.0,,,3.24,Compliant,216Q
100,,500.0,,3.11,Compliant,Combo2
300,,,27.0,4.4,Compliant,216Q
400,40.0,,,3.31,Compliant,151Q
290,25.0,,,3.78,Compliant,105Q
100,,,19.0,3.24,Compliant,Combo2
290,30.0,,,3.84,Compliant,105Q
300,30.0,,,2.53,Compliant,121Q
300,30.0,,,3.5,Compliant,121Q
400,,660.0,,3.56,Compliant,151Q
250,,,,3.44,Compliant,Combo3
500,,,30.0,4.0,Compliant,171Q
100,15.0,,17.0,2.87,Compliant,Combo2
150,10.0,,20.0,2.57,Compliant,Combo1
300,,,,2.79,Uncompliant,121Q
250,25.0,,,4.0,Compliant,Combo3
400,,690.0,,3.49,Compliant,161Q
500,40.0,,,4.0,Compliant,171Q
250,25.0,,,3.5,Compliant,Combo3
400,40.0,,,3.77,Compliant,151Q
400,,,,,Uncompliant,161Q
300,40.0,,,3.67,Compliant,121Q
300,,600.0,,3.53,Compliant,216Q
500,,740.0,,3.3,Compliant,171Q
400,,,25.0,4.0,Compliant,161Q
250,25.0,,,2.46,Compliant,Combo3
300,,,21.0,4.0,Compliant,121Q
300,,,23.0,3.8,Compliant,121Q
150,25.0,,,2.24,Compliant,Combo1
500,40.0,,,3.59,Compliant,171Q
250,25.0,440.0,,1.74,Compliant,Combo3
400,,470.0,,3.51,Compliant,161Q
300,,540.0,,4.2,Compliant,121Q
400,,520.0,28.0,4.0,Compliant,161Q
300,30.0,,,4.0,Compliant,132
300,30.0,,,3.54,Compliant,121Q
400,40.0,,19.0,3.55,Compliant,161Q
250,25.0,,20.0,1.94,Compliant,Combo3
300,30.0,420.0,16.0,3.85,Compliant,121Q
250,,540.0,,2.45,Uncompliant,Combo3
400,40.0,,,3.96,Compliant,161Q
300,,,23.0,4.0,Compliant,121Q
100,,,17.0,2.35,Compliant,Combo2
400,40.0,,,3.93,Compliant,151Q
100,,480.0,,3.57,Compliant,Combo2
300,30.0,,,3.45,Compliant,216Q
400,,,27.0,3.83,Compliant,151Q
290,,550.0,,3.58,Compliant,105Q
250,,550.0,,2.32,Uncompliant,Combo3
400,40.0,,,3.41,Compliant,151Q
300,,,27.0,3.96,Compliant,216Q
400,40.0,,,3.87,Compliant,161Q
150,,,17.0,3.25,Compliant,090
290,40.0,,21.0,3.24,Compliant,105Q
100,15.0,,,2.18,Compliant,Combo2
100,15.0,,,2.76,Compliant,Combo2
300,30.0,,,,Compliant,121Q
250,,540.0,,3.3,Compliant,Combo3
250,,,24.0,3.27,Compliant,Combo3
100,30.0,500.0,,3.8,Compliant,Combo2
400,40.0,,24.0,2.85,Compliant,151Q
300,30.0,,,3.95,Compliant,121Q
300,30.0,,,4.0,Compliant,121Q
250,25.0,,,2.63,Compliant,Combo3
300,,,22.0,3.79,Compliant,121Q
300,40.0,,,3.72,Compliant,121Q
500,,,,3.41,Compliant,171Q
100,,520.0,,2.81,Uncompliant,Combo2
300,40.0,,,,Compliant,216Q
150,15.0,,,3.8,Compliant,Combo1
100,,490.0,,3.79,Compliant,Combo2
300,30.0,,,2.76,Compliant,121Q
300,30.0,,,3.41,Compliant,121Q
300,30.0,,,2.7,Compliant,121Q
100,10.0,,,3.48,Compliant,Combo2
400,30.0,,25.0,3.57,Compliant,151Q
100,15.0,,,3.56,Compliant,Combo2
300,,570.0,,3.74,Compliant,216Q
100,,470.0,,3.1,Compliant,Combo2
300,,,,3.7,Compliant,216Q
250,,,22.0,3.33,Compliant,Combo3
400,40.0,,18.0,3.64,Compliant,151Q
400,,,,,Uncompliant,151Q
100,10.0,,,3.37,Compliant,Combo2
100,15.0,,,3.3,Compliant,Combo2
300,40.0,,26.0,4.0,Compliant,216Q
500,40.0,,,3.8,Compliant,171Q
300,30.0,,,,Compliant,121Q
400,,,26.0,3.41,Compliant,151Q
150,,,20.0,3.62,Compliant,Combo1
300,,610.0,,3.78,Compliant,216Q
100,15.0,,,3.79,Compliant,Combo2
300,30.0,,,3.22,Compliant,121Q
100,10.0,,,2.6,Compliant,Combo2
400,,,26.0,3.22,Compliant,151Q
400,,,27.0,3.79,Compliant,161Q
100,15.0,,16.0,2.8,Compliant,Combo2
400,,,24.0,3.97,Compliant,161Q
100,15.0,,17.0,2.8,Compliant,Combo2
100,,,17.0,3.1,Compliant,Combo2
300,,,28.0,4.0,Compliant,216Q
250,,,20.0,3.59,Compliant,Combo3
300,30.0,,18.0,3.97,Compliant,121Q
500,,,27.0,3.95,Compliant,171Q
300,40.0,,,3.85,Compliant,216Q
300,30.0,,17.0,3.8,Compliant,121Q
100,15.0,,16.0,3.59,Compliant,Combo2
100,,,17.0,3.8,Compliant,Combo2
500,,,28.0,4.0,Compliant,171Q
300,,,27.0,3.65,Compliant,121Q
290,,,23.0,3.63,Compliant,105Q
500,,,29.0,3.78,Compliant,171Q
400,40.0,,,3.98,Compliant,151Q
400,,,27.0,3.67,Compliant,161Q
150,,,17.0,3.65,Compliant,Combo1
400,,,26.0,3.24,Compliant,151Q
300,,,15.0,3.45,Compliant,216Q
300,,,24.0,3.57,Compliant,121Q
300,,,25.0,3.77,Compliant,132
400,40.0,,23.0,3.94,Compliant,151Q
100,,,17.0,3.26,Compliant,Combo2
100,,,,3.6,Compliant,Combo2
400,,,25.0,3.5,Compliant,151Q
300,30.0,,,3.55,Compliant,121Q
100,,,16.0,2.46,Compliant,Combo2
100,10.0,,15.0,2.5,Compliant,088
100,,,20.0,3.26,Compliant,Combo2
400,40.0,,17.0,3.63,Compliant,161Q
100,,,16.0,3.49,Compliant,Combo2
100,,520.0,18.0,2.7,Uncompliant,Combo2
290,10.0,,,3.48,Compliant,105Q
100,10.0,,,3.48,Compliant,Combo2
150,,,20.0,3.87,Compliant,Combo1
100,,,18.0,3.6,Compliant,Combo2
150,,,20.0,3.75,Compliant,Combo1
500,,,28.0,4.0,Compliant,171Q
250,25.0,,,3.88,Compliant,Combo3
300,,,23.0,,Compliant,121Q
290,30.0,,,3.2,Compliant,105Q
100,,,17.0,3.34,Compliant,Combo2
100,10.0,,16.0,3.3,Compliant,Combo2
300,,670.0,27.0,3.86,Compliant,216Q
400,40.0,,,3.65,Compliant,161Q
300,30.0,,,3.24,Compliant,121Q
100,15.0,,,2.74,Compliant,Combo2
300,,,27.0,4.0,Compliant,216Q
300,40.0,,30.0,3.63,Compliant,216Q
500,40.0,,,4.0,Compliant,171Q
250,,530.0,,3.06,Compliant,Combo3
500,,,29.0,3.36,Compliant,171Q
300,30.0,,25.0,3.21,Compliant,216Q
100,15.0,,,2.78,Compliant,Combo2
250,25.0,,17.0,3.49,Compliant,Combo3
300,30.0,,18.0,3.71,Compliant,121Q
400,40.0,,20.0,3.3,Compliant,161Q
400,,,24.0,4.0,Compliant,161Q
500,,,20.0,3.0,Compliant,171Q
300,,,23.0,,Compliant,121Q
400,,,26.0,2.62,Compliant,161Q
300,30.0,,,2.85,Compliant,121Q
300,30.0,,,3.07,Compliant,121Q
400,,,28.0,3.18,Compliant,161Q
400,,,26.0,3.81,Compliant,151Q
290,,,23.0,,Uncompliant,105Q
250,25.0,,,,Compliant,Combo3
500,,,28.0,,Uncompliant,171Q
300,,,29.0,4.0,Compliant,216Q
400,,,26.0,2.7,Compliant,151Q
290,30.0,,,,Compliant,105Q
100,10.0,,,2.49,Compliant,088
500,,660.0,,3.78,Compliant,171Q
500,,710.0,,3.91,Compliant,171Q
100,,500.0,,3.7,Compliant,Combo2
300,25.0,,23.0,3.16,Compliant,121Q
100,10.0,,,2.17,Compliant,088
250,25.0,,,3.37,Compliant,Combo3
400,,,26.0,2.04,Compliant,161Q
500,,,21.0,3.97,Compliant,171Q
300,,610.0,,4.0,Compliant,216Q
400,,,21.0,3.26,Compliant,151Q
300,,,21.0,3.26,Compliant,121Q
400,,,24.0,3.82,Compliant,151Q
100,15.0,,,3.25,Compliant,Combo2
400,40.0,,20.0,3.88,Compliant,161Q
500,40.0,,,3.68,Compliant,171Q
300,30.0,,,3.06,Compliant,121Q
250,30.0,,,2.73,Compliant,Combo3
300,30.0,,,4.0,Compliant,121Q
300,,,,,Uncompliant,216Q
250,25.0,,,2.8,Compliant,Combo3
300,40.0,,18.0,2.88,Compliant,216Q
500,,,20.0,,Uncompliant,171Q
400,40.0,,25.0,,Compliant,161Q
290,,,23.0,3.65,Compliant,105Q
400,40.0,,24.0,3.65,Compliant,151Q
300,,560.0,19.0,4.0,Compliant,121Q
300,,720.0,30.0,4.0,Compliant,121Q
400,,,,3.0,Compliant,151Q
500,,,30.0,3.98,Compliant,171Q
300,15.0,,21.0,3.47,Compliant,121Q
400,30.0,,,3.69,Compliant,151Q
300,,630.0,,3.6,Compliant,216Q
400,,,,2.87,Uncompliant,161Q
100,10.0,,,3.72,Compliant,Combo2
500,30.0,,,3.39,Compliant,165Q
290,,600.0,,,Uncompliant,105Q
400,40.0,,,3.67,Compliant,161Q
300,15.0,,24.0,3.41,Compliant,121Q
100,10.0,440.0,,3.38,Compliant,Combo2
100,10.0,,,3.1,Compliant,Combo2
300,30.0,,,3.15,Compliant,216Q
400,40.0,,,3.57,Compliant,161Q
250,25.0,,,4.0,Compliant,Combo3
250,25.0,,,3.69,Compliant,Combo3
400,,,24.0,,Uncompliant,151Q
290,,,28.0,4.0,Compliant,105Q
500,40.0,,27.0,4.0,Compliant,171Q
300,,,,3.87,Compliant,216Q
300,30.0,,,,Compliant,121Q
300,30.0,,,2.82,Compliant,121Q
400,,610.0,,4.0,Compliant,161Q
250,25.0,,,3.79,Compliant,Combo3
400,,590.0,,3.61,Compliant,161Q
250,25.0,,,2.84,Compliant,Combo3
400,40.0,,,3.83,Compliant,161Q
290,30.0,,,2.54,Compliant,105Q
500,,710.0,31.0,,Uncompliant,171Q
100,,510.0,,2.56,Uncompliant,Combo2
400,40.0,,,3.69,Compliant,161Q
100,,,16.0,1.8,Compliant,Combo2
400,40.0,550.0,,3.29,Compliant,151Q
300,40.0,,,3.66,Compliant,216Q
300,,,,3.22,Compliant,216Q
300,30.0,,,3.57,Compliant,132
300,30.0,,,2.67,Compliant,121Q
300,30.0,,,,Compliant,121Q
400,40.0,530.0,,4.0,Compliant,151Q
100,15.0,,,3.05,Compliant,Combo2
100,10.0,,,2.89,Compliant,Combo2
290,,,19.0,3.57,Compliant,105Q
500,,,27.0,3.99,Compliant,171Q
150,,,16.0,3.38,Compliant,090
400,,,26.0,3.0,Compliant,161Q
400,,590.0,,3.57,Compliant,161Q
300,30.0,,,4.0,Compliant,121Q
300,,,24.0,3.59,Compliant,121Q
300,,,28.0,3.98,Compliant,216Q
300,30.0,,,2.95,Compliant,121Q
300,40.0,540.0,,3.63,Compliant,216Q
400,40.0,,,3.72,Compliant,161Q
300,,,,3.7,Compliant,216Q
250,,540.0,,3.44,Compliant,Combo3
290,40.0,,,2.92,Compliant,105Q
250,,530.0,,3.34,Compliant,Combo3
300,30.0,,,3.04,Compliant,121Q
300,,,31.0,,Uncompliant,216Q
400,40.0,,,3.8,Compliant,151Q
400,,600.0,,3.62,Compliant,151Q
290,,530.0,,3.64,Compliant,105Q
300,,,26.0,3.95,Compliant,216Q
400,40.0,,,,Compliant,151Q
400,40.0,,,,Compliant,161Q
300,30.0,,,3.5,Compliant,216Q
300,,,28.0,3.66,Compliant,216Q
400,,,22.0,4.0,Compliant,161Q
500,,,27.0,,Compliant,171Q
400,,,20.0,,Uncompliant,151Q
300,30.0,,,2.81,Compliant,121Q
300,30.0,,19.0,3.29,Compliant,121Q
400,40.0,,,3.93,Compliant,161Q
500,40.0,,,3.96,Compliant,171Q
300,30.0,,,2.57,Compliant,121Q
300,,580.0,,3.44,Compliant,121Q
100,,430.0,,2.57,Compliant,088
400,,640.0,,3.92,Compliant,151Q
100,,490.0,,3.11,Compliant,Combo2
250,40.0,,22.0,3.34,Compliant,Combo3
100,15.0,,,2.73,Compliant,Combo2
400,,580.0,,3.92,Compliant,161Q
250,,,21.0,2.55,Compliant,Combo3
300,30.0,,,2.81,Compliant,121Q
250,30.0,,,3.0,Compliant,Combo3
500,,,,3.79,Compliant,171Q
500,,,,4.0,Compliant,171Q
150,15.0,,,2.1,Compliant,Combo1
400,30.0,,18.0,3.33,Compliant,151Q
300,30.0,,18.0,3.33,Compliant,121Q
400,,,27.0,4.15,Compliant,161Q
250,25.0,,,3.03,Compliant,Combo3
100,15.0,,,2.96,Compliant,Combo2
290,40.0,,,,Compliant,105Q
300,,,22.0,3.96,Compliant,121Q
100,10.0,,,3.26,Compliant,Combo2
400,40.0,,25.0,,Compliant,151Q
300,,590.0,,4.0,Compliant,121Q
400,,,28.0,4.0,Compliant,151Q
500,,,21.0,3.7,Compliant,171Q
500,,650.0,,4.0,Compliant,171Q
100,,,20.0,3.45,Compliant,Combo2
300,30.0,410.0,,3.1,Compliant,216Q
250,,,22.0,3.18,Compliant,Combo3
150,,,17.0,2.99,Compliant,Combo1
300,40.0,,19.0,3.78,Compliant,121Q
100,10.0,,,3.34,Compliant,088
100,,,14.0,2.5,Compliant,088
100,15.0,,,3.0,Compliant,Combo2
100,,,18.0,3.24,Compliant,Combo2
500,,,29.0,,Uncompliant,171Q
290,40.0,,,,Compliant,105Q
300,,,22.0,,Uncompliant,121Q
400,,,25.0,3.22,Compliant,151Q
400,,,25.0,3.22,Compliant,161Q
500,30.0,,25.0,3.7,Compliant,171Q
500,,670.0,25.0,3.73,Compliant,171Q
100,15.0,,,2.59,Compliant,Combo2
300,30.0,,,3.89,Compliant,216Q
400,40.0,,,3.79,Compliant,151Q
400,,,28.0,3.43,Compliant,161Q
100,,410.0,,3.34,Compliant,Combo2
100,,520.0,,3.35,Compliant,Combo2
150,15.0,,,2.53,Compliant,Combo1
100,,,,2.63,Uncompliant,Combo2
300,30.0,,,3.26,Compliant,121Q
300,30.0,510.0,,3.95,Compliant,121Q
100,,,16.0,2.79,Compliant,Combo2
300,,560.0,,3.3,Compliant,121Q
300,30.0,,,3.75,Compliant,121Q
300,30.0,,,3.45,Compliant,121Q
150,,510.0,,3.82,Compliant,Combo1
400,40.0,410.0,,3.99,Compliant,161Q
100,10.0,,,3.87,Compliant,Combo2
400,30.0,,,3.91,Compliant,151Q
400,,,26.0,4.0,Compliant,151Q
500,,,34.0,4.0,Compliant,171Q
400,40.0,600.0,25.0,4.0,Compliant,151Q
400,40.0,,,3.98,Compliant,161Q
250,15.0,,20.0,3.62,Compliant,Combo3
100,,420.0,,3.5,Compliant,Combo2
300,,640.0,,4.0,Compliant,216Q
250,,520.0,,4.0,Compliant,Combo3
100,,560.0,,3.1,Compliant,Combo2
100,15.0,510.0,,3.93,Compliant,Combo2
300,,530.0,,3.5,Compliant,216Q
500,,660.0,,4.0,Compliant,171Q
300,30.0,,,4.2,Compliant,121Q
400,,,27.0,4.04,Compliant,161Q
100,15.0,,,3.97,Compliant,Combo2
300,,,21.0,3.95,Compliant,216Q
400,30.0,,,3.36,Compliant,161Q
150,,420.0,,3.03,Compliant,Combo1
500,,650.0,,,Uncompliant,171Q
400,,600.0,,3.9,Compliant,151Q
400,40.0,,,3.7,Compliant,161Q
300,40.0,,,4.0,Compliant,216Q
500,,,35.0,4.0,Compliant,171Q
500,,650.0,,3.84,Compliant,171Q
400,40.0,,,3.3,Compliant,151Q
300,30.0,,,3.46,Compliant,121Q
300,40.0,,,3.95,Compliant,216Q
100,,,20.0,1.98,Uncompliant,Combo2
250,25.0,,,3.8,Compliant,Combo3
150,,500.0,,3.38,Compliant,Combo1
500,,660.0,,2.6,Uncompliant,171Q
100,30.0,,,3.7,Compliant,Combo2
400,40.0,,,3.4,Compliant,161Q
300,,530.0,22.0,3.58,Compliant,121Q
300,,590.0,,3.57,Compliant,216Q
400,40.0,590.0,,2.31,Compliant,151Q
500,40.0,,27.0,3.9,Compliant,171Q
400,40.0,,,3.11,Compliant,151Q
100,10.0,,,3.74,Compliant,088
100,15.0,,,2.5,Compliant,Combo2
300,40.0,,,3.66,Compliant,216Q
250,25.0,550.0,,3.1,Compliant,Combo3
300,40.0,510.0,,3.88,Compliant,121Q
400,40.0,530.0,,3.98,Compliant,161Q
500,,,34.0,4.0,Compliant,171Q
100,10.0,,,2.57,Compliant,Combo2
100,10.0,,,2.98,Compliant,Combo2
400,40.0,,,3.8,Compliant,151Q
300,40.0,,,3.72,Compliant,216Q
400,,590.0,,3.57,Compliant,161Q
400,30.0,,,,Uncompliant,151Q
400,40.0,,,3.96,Compliant,151Q
400,,,27.0,2.89,Uncompliant,161Q
400,,,,,Uncompliant,161Q
300,40.0,,,2.98,Compliant,121Q
300,,600.0,,3.33,Compliant,216Q
300,30.0,,,3.46,Compliant,121Q
100,15.0,,,2.85,Compliant,088
500,40.0,590.0,,3.81,Compliant,171Q
100,15.0,,,3.28,Compliant,Combo2
500,,720.0,,3.42,Compliant,171Q
400,40.0,,,2.96,Compliant,151Q
250,25.0,,,3.45,Compliant,Combo3
400,,600.0,,3.96,Compliant,161Q
400,,,25.0,4.05,Compliant,151Q
100,,,18.0,3.12,Compliant,Combo2
500,,,30.0,3.96,Compliant,171Q
400,40.0,,,4.0,Compliant,161Q
100,10.0,,,2.69,Compliant,Combo2
400,30.0,,,3.19,Compliant,151Q
500,,680.0,,4.0,Compliant,171Q
100,,460.0,,3.26,Compliant,Combo2
400,,530.0,,3.56,Compliant,161Q
400,40.0,570.0,,2.89,Compliant,151Q
400,,,17.0,4.0,Compliant,151Q
400,40.0,,,3.75,Compliant,161Q
400,,,27.0,2.74,Uncompliant,151Q
400,15.0,,,2.89,Uncompliant,161Q
290,30.0,,18.0,4.0,Compliant,105Q
290,30.0,,,3.77,Compliant,105Q
100,15.0,,,2.57,Compliant,Combo2
300,25.0,,,3.65,Compliant,121Q
100,10.0,,,2.86,Compliant,088
300,30.0,510.0,,4.0,Compliant,121Q
100,10.0,,,1.93,Compliant,088
300,,,23.0,3.5,Compliant,121Q
300,,570.0,,3.5,Compliant,216Q
100,,,15.0,2.86,Compliant,Combo2
300,,,24.0,3.42,Compliant,121Q
100,15.0,430.0,,3.54,Compliant,Combo2
500,,670.0,,4.0,Compliant,165Q
300,30.0,,,3.94,Compliant,121Q
400,,,27.0,4.0,Compliant,161Q
100,10.0,,,2.71,Compliant,088
250,10.0,,,3.46,Compliant,Combo3
300,,,27.0,4.0,Compliant,216Q
400,,,20.0,3.77,Compliant,161Q
300,,,27.0,4.0,Compliant,216Q
500,40.0,780.0,28.0,4.0,Compliant,171Q
400,30.0,590.0,,3.47,Compliant,151Q
300,,,27.0,4.0,Compliant,216Q
500,40.0,,25.0,4.17,Compliant,171Q
300,,560.0,,2.89,Compliant,121Q
400,,620.0,26.0,4.0,Compliant,161Q
100,,500.0,,3.58,Compliant,Combo2
500,,,28.0,4.0,Compliant,171Q
250,,,22.0,2.76,Uncompliant,Combo3
400,,,27.0,3.38,Compliant,161Q
400,,,26.0,4.0,Compliant,151Q
500,,,27.0,4.0,Compliant,171Q
100,,350.0,,3.5,Compliant,Combo2
400,,550.0,,3.88,Compliant,161Q
300,,,24.0,2.64,Compliant,121Q
400,40.0,,20.0,,Compliant,151Q
290,,500.0,,3.65,Compliant,105Q
400,,,25.0,3.97,Compliant,161Q
100,,,12.0,3.76,Compliant,Combo2
300,30.0,,,3.46,Compliant,121Q
100,15.0,,,3.44,Compliant,Combo2
290,,,25.0,,Uncompliant,105Q
250,25.0,,,3.38,Compliant,Combo3
250,,,21.0,2.85,Compliant,Combo3
500,,,30.0,3.79,Compliant,171Q
500,,,29.0,4.0,Compliant,171Q
300,,,24.0,3.34,Compliant,121Q
250,30.0,,20.0,2.02,Compliant,Combo3
500,,,33.0,3.85,Compliant,165Q
400,40.0,,,3.8,Compliant,151Q
300,30.0,,,,Compliant,216Q
150,,,,2.5,Uncompliant,Combo1
100,,460.0,,3.89,Compliant,Combo2
300,,,27.0,4.23,Compliant,216Q
500,,,30.0,4.0,Compliant,171Q
300,40.0,,24.0,3.88,Compliant,216Q
300,,,24.0,3.85,Compliant,216Q
290,,590.0,,3.8,Compliant,105Q
300,30.0,,22.0,3.49,Compliant,121Q
300,,600.0,,4.0,Compliant,216Q
300,40.0,,,3.55,Compliant,216Q
250,25.0,,18.0,4.0,Compliant,Combo3
300,30.0,,,3.98,Compliant,121Q
500,,640.0,,4.0,Compliant,171Q
250,25.0,520.0,,4.0,Compliant,Combo3
300,,,23.0,4.0,Compliant,216Q
100,,500.0,,3.56,Compliant,Combo2
500,40.0,590.0,,4.0,Compliant,171Q
300,30.0,,,2.8,Compliant,132
500,,670.0,,3.8,Compliant,171Q
100,15.0,,,2.88,Compliant,Combo2
300,,580.0,,3.83,Compliant,216Q
500,,,32.0,4.22,Compliant,171Q
300,,,30.0,3.98,Compliant,216Q
500,,,30.0,3.98,Compliant,171Q
300,15.0,,22.0,4.06,Compliant,121Q
400,,,29.0,4.6,Compliant,161Q
300,,,21.0,4.16,Compliant,121Q
290,,,21.0,3.9,Compliant,105Q
100,,,20.0,3.35,Compliant,Combo2
500,,,30.0,,Uncompliant,171Q
300,40.0,,,,Compliant,216Q
300,30.0,,,3.74,Compliant,121Q
400,40.0,,,3.96,Compliant,151Q
300,,520.0,22.0,3.83,Compliant,121Q
100,15.0,,,,Compliant,Combo2
300,,580.0,,2.87,Compliant,121Q
300,30.0,,,2.92,Compliant,121Q
300,,,,,Uncompliant,216Q
290,,,19.0,2.82,Uncompliant,105Q
250,25.0,,,2.8,Compliant,Combo3
150,,,18.0,3.81,Compliant,Combo1
300,40.0,470.0,,3.72,Compliant,216Q
250,25.0,,,3.48,Compliant,Combo3
300,,610.0,,2.76,Uncompliant,216Q
300,30.0,,18.0,3.06,Compliant,121Q
500,,,,3.53,Compliant,171Q
500,40.0,,,2.91,Uncompliant,171Q
400,,580.0,,3.9,Compliant,151Q
500,,,29.0,3.91,Compliant,171Q
290,30.0,600.0,,3.31,Compliant,105Q
300,,600.0,,3.44,Compliant,216Q
300,30.0,,,3.41,Compliant,121Q
300,,,28.0,4.0,Compliant,216Q
500,,690.0,,4.0,Compliant,171Q
400,40.0,,,3.73,Compliant,151Q
100,,,18.0,3.02,Compliant,Combo2
300,,,22.0,3.96,Compliant,216Q
300,15.0,,22.0,3.87,Compliant,121Q
400,,640.0,24.0,4.0,Compliant,161Q
300,30.0,,,,Compliant,121Q
500,30.0,690.0,,3.96,Compliant,171Q
400,,600.0,,2.78,Compliant,151Q
400,40.0,,19.0,3.81,Compliant,161Q
290,,620.0,,4.0,Compliant,105Q
400,,590.0,,3.21,Compliant,161Q
300,,590.0,,3.17,Compliant,216Q
300,,,17.0,3.9,Compliant,216Q
300,30.0,,,3.6,Compliant,121Q
300,40.0,,,4.44,Compliant,216Q
400,30.0,,26.0,3.913,Compliant,151Q
300,25.0,,22.0,4.0,Compliant,121Q
300,30.0,,,3.59,Compliant,121Q
300,30.0,,,3.59,Compliant,216Q
500,,660.0,,4.2,Compliant,171Q
300,30.0,,20.0,3.48,Compliant,121Q
300,40.0,,25.0,3.81,Compliant,216Q
100,10.0,,16.0,3.5,Compliant,Combo2
500,40.0,,,4.0,Compliant,171Q
300,,,20.0,3.82,Compliant,121Q
300,30.0,,,3.68,Compliant,121Q
400,,570.0,,3.86,Compliant,151Q
300,30.0,530.0,,2.43,Compliant,121Q
500,,,27.0,3.52,Compliant,171Q
500,,680.0,27.0,4.0,Compliant,171Q
300,40.0,770.0,,,Compliant,216Q
300,,,29.0,4.0,Compliant,121Q
300,30.0,,,2.37,Compliant,121Q
300,25.0,,17.0,2.68,Uncompliant,121Q
100,10.0,,,2.89,Compliant,Combo2
400,,,18.0,,Uncompliant,161Q
100,10.0,,,2.58,Compliant,088
300,,,27.0,3.21,Compliant,216Q
300,40.0,,,3.79,Compliant,216Q
300,,,26.0,3.9,Compliant,216Q
300,,,30.0,3.93,Compliant,216Q
300,40.0,,,3.7,Compliant,121Q
100,15.0,,,2.38,Compliant,Combo2
300,,,25.0,3.77,Compliant,216Q
300,,,,,Uncompliant,216Q
290,40.0,,,3.04,Compliant,105Q
100,10.0,,,2.2,Compliant,Combo2
500,,700.0,,3.89,Compliant,171Q
250,25.0,,,2.87,Compliant,Combo3
290,,540.0,,3.44,Compliant,105Q
100,,,17.0,3.9,Compliant,Combo2
400,,630.0,,3.85,Compliant,151Q
400,,,,3.94,Compliant,151Q
300,,610.0,,2.84,Uncompliant,216Q
300,,,22.0,4.0,Compliant,121Q
300,30.0,,,4.0,Compliant,121Q
400,,610.0,,3.92,Compliant,161Q
300,,,14.0,3.44,Compliant,216Q
100,,450.0,,2.97,Compliant,Combo2
400,,690.0,,3.44,Compliant,161Q
300,,,22.0,3.97,Compliant,121Q
250,30.0,,,3.432,Compliant,Combo3
300,,,24.0,4.57,Compliant,121Q
300,30.0,,17.0,3.82,Compliant,121Q
400,,,25.0,2.9,Compliant,161Q
400,,520.0,,3.85,Compliant,161Q
400,40.0,,,2.96,Compliant,151Q
300,30.0,,,3.54,Compliant,121Q
400,,590.0,,4.0,Compliant,161Q
100,10.0,,,2.82,Compliant,Combo2
500,,,,3.72,Compliant,171Q
300,30.0,,,,Compliant,121Q
100,10.0,,,3.4,Compliant,Combo2
290,40.0,,,3.99,Compliant,105Q
500,,,,4.0,Compliant,171Q
300,,,,,Uncompliant,216Q
300,40.0,350.0,,3.0,Compliant,121Q
100,10.0,,,3.83,Compliant,Combo2
300,30.0,,,2.85,Compliant,216Q
100,,470.0,,3.02,Compliant,Combo2
400,,,26.0,,Compliant,161Q
300,30.0,,,,Compliant,216Q
500,,630.0,28.0,3.4,Compliant,171Q
100,10.0,,,2.64,Compliant,088
300,30.0,,,3.97,Compliant,121Q
300,,,24.0,3.2,Compliant,121Q
300,,,25.0,3.76,Compliant,216Q
400,40.0,,,2.58,Compliant,161Q
300,30.0,,,,Compliant,132
100,,490.0,18.0,3.58,Compliant,Combo2
400,40.0,,20.0,3.42,Compliant,151Q
400,,630.0,,3.34,Compliant,161Q
